episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
ep_00000_NONE,NONE,auth-service,80,1700387058,INFO,,OK cpu=27% p99=103ms error_rate=1.1%
ep_00000_NONE,NONE,auth-service,82,1700387060,INFO,,OK cpu=37% p99=91ms error_rate=0.6%
ep_00000_NONE,NONE,auth-service,84,1700387062,INFO,,OK cpu=30% p99=77ms error_rate=0.2%
ep_00000_NONE,NONE,auth-service,86,1700387064,INFO,,OK cpu=26% p99=104ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,88,1700387066,INFO,,OK cpu=32% p99=87ms error_rate=1.0%
ep_00000_NONE,NONE,auth-service,90,1700387068,INFO,,OK cpu=29% p99=109ms error_rate=0.1%
ep_00000_NONE,NONE,auth-service,92,1700387070,INFO,,OK cpu=40% p99=113ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,94,1700387072,INFO,,OK cpu=33% p99=98ms error_rate=1.5%
ep_00000_NONE,NONE,auth-service,96,1700387074,INFO,,OK cpu=30% p99=96ms error_rate=0.8%
ep_00000_NONE,NONE,auth-service,98,1700387076,INFO,,OK cpu=45% p99=92ms error_rate=0.4%
ep_00000_NONE,NONE,auth-service,100,1700387078,INFO,,OK cpu=36% p99=99ms error_rate=1.5%
ep_00000_NONE,NONE,auth-service,102,1700387080,INFO,,OK cpu=37% p99=96ms error_rate=1.1%
ep_00000_NONE,NONE,auth-service,104,1700387082,INFO,,OK cpu=37% p99=99ms error_rate=1.3%
ep_00000_NONE,NONE,auth-service,106,1700387084,INFO,,OK cpu=37% p99=95ms error_rate=1.1%
ep_00000_NONE,NONE,auth-service,108,1700387086,INFO,,OK cpu=37% p99=81ms error_rate=1.3%
ep_00000_NONE,NONE,auth-service,110,1700387088,INFO,,OK cpu=27% p99=91ms error_rate=1.1%
ep_00000_NONE,NONE,auth-service,112,1700387090,INFO,,OK cpu=41% p99=101ms error_rate=1.3%
ep_00000_NONE,NONE,auth-service,114,1700387092,INFO,,OK cpu=34% p99=85ms error_rate=1.0%
ep_00000_NONE,NONE,auth-service,116,1700387094,INFO,,OK cpu=42% p99=99ms error_rate=0.8%
ep_00000_NONE,NONE,auth-service,118,1700387096,INFO,,OK cpu=28% p99=97ms error_rate=0.5%
ep_00000_NONE,NONE,auth-service,120,1700387098,INFO,,OK cpu=30% p99=103ms error_rate=2.1%
ep_00000_NONE,NONE,auth-service,122,1700387100,INFO,,OK cpu=34% p99=96ms error_rate=0.7%
ep_00000_NONE,NONE,auth-service,124,1700387102,INFO,,OK cpu=25% p99=92ms error_rate=0.7%
ep_00000_NONE,NONE,auth-service,126,1700387104,INFO,,OK cpu=33% p99=105ms error_rate=0.5%
ep_00000_NONE,NONE,auth-service,128,1700387106,INFO,,OK cpu=37% p99=113ms error_rate=0.3%
ep_00000_NONE,NONE,auth-service,130,1700387108,INFO,,OK cpu=30% p99=101ms error_rate=1.6%
ep_00000_NONE,NONE,auth-service,132,1700387110,INFO,,OK cpu=26% p99=88ms error_rate=3.1%
ep_00000_NONE,NONE,auth-service,134,1700387112,INFO,,OK cpu=37% p99=103ms error_rate=1.3%
ep_00000_NONE,NONE,auth-service,136,1700387114,INFO,,OK cpu=43% p99=108ms error_rate=0.5%
ep_00000_NONE,NONE,auth-service,138,1700387116,INFO,,OK cpu=33% p99=96ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,140,1700387118,INFO,,OK cpu=36% p99=93ms error_rate=0.1%
ep_00000_NONE,NONE,auth-service,142,1700387120,INFO,,OK cpu=41% p99=88ms error_rate=1.0%
ep_00000_NONE,NONE,auth-service,144,1700387122,INFO,,OK cpu=36% p99=99ms error_rate=0.8%
ep_00000_NONE,NONE,auth-service,146,1700387124,INFO,,OK cpu=47% p99=99ms error_rate=1.4%
ep_00000_NONE,NONE,auth-service,148,1700387126,INFO,,OK cpu=40% p99=101ms error_rate=1.3%
ep_00000_NONE,NONE,auth-service,150,1700387128,INFO,,OK cpu=42% p99=107ms error_rate=1.7%
ep_00000_NONE,NONE,auth-service,152,1700387130,INFO,,OK cpu=38% p99=96ms error_rate=1.1%
ep_00000_NONE,NONE,auth-service,154,1700387132,INFO,,OK cpu=40% p99=98ms error_rate=1.0%
ep_00000_NONE,NONE,auth-service,156,1700387134,INFO,,OK cpu=36% p99=109ms error_rate=1.4%
ep_00000_NONE,NONE,auth-service,158,1700387136,INFO,,OK cpu=34% p99=99ms error_rate=0.6%
ep_00000_NONE,NONE,auth-service,160,1700387138,INFO,,OK cpu=26% p99=113ms error_rate=0.4%
ep_00000_NONE,NONE,auth-service,162,1700387140,INFO,,OK cpu=32% p99=112ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,164,1700387142,INFO,,OK cpu=35% p99=98ms error_rate=0.3%
ep_00000_NONE,NONE,auth-service,166,1700387144,INFO,,OK cpu=40% p99=78ms error_rate=2.3%
ep_00000_NONE,NONE,auth-service,168,1700387146,INFO,,OK cpu=42% p99=98ms error_rate=2.7%
ep_00000_NONE,NONE,auth-service,170,1700387148,INFO,,OK cpu=32% p99=81ms error_rate=1.4%
ep_00000_NONE,NONE,auth-service,172,1700387150,INFO,,OK cpu=31% p99=93ms error_rate=0.2%
ep_00000_NONE,NONE,auth-service,174,1700387152,INFO,,OK cpu=28% p99=81ms error_rate=0.4%
ep_00000_NONE,NONE,auth-service,176,1700387154,INFO,,OK cpu=38% p99=91ms error_rate=0.8%
ep_00000_NONE,NONE,auth-service,178,1700387156,INFO,,OK cpu=38% p99=83ms error_rate=0.8%
ep_00000_NONE,NONE,auth-service,180,1700387158,INFO,,OK cpu=26% p99=94ms error_rate=0.4%
ep_00000_NONE,NONE,auth-service,182,1700387160,INFO,,OK cpu=27% p99=107ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,184,1700387162,INFO,,OK cpu=28% p99=85ms error_rate=0.5%
ep_00000_NONE,NONE,auth-service,186,1700387164,INFO,,OK cpu=38% p99=90ms error_rate=1.0%
ep_00000_NONE,NONE,auth-service,188,1700387166,INFO,,OK cpu=35% p99=101ms error_rate=0.2%
ep_00000_NONE,NONE,auth-service,190,1700387168,INFO,,OK cpu=37% p99=81ms error_rate=0.8%
ep_00000_NONE,NONE,auth-service,192,1700387170,INFO,,OK cpu=30% p99=89ms error_rate=2.6%
ep_00000_NONE,NONE,auth-service,194,1700387172,INFO,,OK cpu=41% p99=106ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,196,1700387174,INFO,,OK cpu=33% p99=95ms error_rate=0.1%
ep_00000_NONE,NONE,auth-service,198,1700387176,INFO,,OK cpu=41% p99=105ms error_rate=1.0%
ep_00000_NONE,NONE,auth-service,200,1700387178,INFO,,OK cpu=30% p99=86ms error_rate=0.8%
ep_00000_NONE,NONE,auth-service,202,1700387180,INFO,,OK cpu=38% p99=102ms error_rate=0.6%
ep_00000_NONE,NONE,auth-service,204,1700387182,INFO,,OK cpu=44% p99=93ms error_rate=1.0%
ep_00000_NONE,NONE,auth-service,206,1700387184,INFO,,OK cpu=32% p99=75ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,208,1700387186,INFO,,OK cpu=38% p99=106ms error_rate=1.3%
ep_00000_NONE,NONE,auth-service,210,1700387188,INFO,,OK cpu=41% p99=76ms error_rate=0.3%
ep_00000_NONE,NONE,auth-service,212,1700387190,INFO,,OK cpu=26% p99=87ms error_rate=0.6%
ep_00000_NONE,NONE,auth-service,214,1700387192,INFO,,OK cpu=34% p99=89ms error_rate=0.7%
ep_00000_NONE,NONE,auth-service,216,1700387194,INFO,,OK cpu=31% p99=76ms error_rate=1.2%
ep_00000_NONE,NONE,auth-service,218,1700387196,INFO,,OK cpu=38% p99=94ms error_rate=0.5%
ep_00000_NONE,NONE,auth-service,220,1700387198,INFO,,OK cpu=38% p99=97ms error_rate=1.3%
ep_00000_NONE,NONE,auth-service,222,1700387200,INFO,,OK cpu=28% p99=91ms error_rate=0.6%
ep_00000_NONE,NONE,auth-service,224,1700387202,INFO,,OK cpu=28% p99=103ms error_rate=4.2%
ep_00000_NONE,NONE,auth-service,226,1700387204,INFO,,OK cpu=37% p99=92ms error_rate=0.7%
ep_00000_NONE,NONE,auth-service,228,1700387206,INFO,,OK cpu=31% p99=94ms error_rate=1.1%
ep_00000_NONE,NONE,auth-service,230,1700387208,INFO,,OK cpu=36% p99=109ms error_rate=0.9%
ep_00000_NONE,NONE,auth-service,232,1700387210,INFO,,OK cpu=31% p99=96ms error_rate=3.1%
ep_00000_NONE,NONE,auth-service,234,1700387212,INFO,,OK cpu=38% p99=88ms error_rate=1.6%
ep_00000_NONE,NONE,auth-service,236,1700387214,INFO,,OK cpu=34% p99=86ms error_rate=1.1%
ep_00000_NONE,NONE,auth-service,238,1700387216,INFO,,OK cpu=30% p99=91ms error_rate=0.1%
ep_00001_NONE,NONE,payment-service,0,1700313476,INFO,,OK cpu=39% p99=87ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,2,1700313478,INFO,,OK cpu=30% p99=96ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,4,1700313480,INFO,,OK cpu=35% p99=94ms error_rate=2.1%
ep_00001_NONE,NONE,payment-service,6,1700313482,INFO,,OK cpu=38% p99=83ms error_rate=2.1%
ep_00001_NONE,NONE,payment-service,8,1700313484,INFO,,OK cpu=36% p99=101ms error_rate=0.0%
ep_00001_NONE,NONE,payment-service,10,1700313486,INFO,,OK cpu=37% p99=91ms error_rate=3.9%
ep_00001_NONE,NONE,payment-service,12,1700313488,INFO,,OK cpu=41% p99=103ms error_rate=0.9%
ep_00001_NONE,NONE,payment-service,14,1700313490,INFO,,OK cpu=39% p99=97ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,16,1700313492,INFO,,OK cpu=36% p99=85ms error_rate=2.1%
ep_00001_NONE,NONE,payment-service,18,1700313494,INFO,,OK cpu=32% p99=106ms error_rate=1.5%
ep_00001_NONE,NONE,payment-service,20,1700313496,INFO,,OK cpu=33% p99=90ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,22,1700313498,INFO,,OK cpu=41% p99=88ms error_rate=1.2%
ep_00001_NONE,NONE,payment-service,24,1700313500,INFO,,OK cpu=40% p99=76ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,26,1700313502,INFO,,OK cpu=38% p99=101ms error_rate=1.5%
ep_00001_NONE,NONE,payment-service,28,1700313504,INFO,,OK cpu=35% p99=77ms error_rate=0.3%
ep_00001_NONE,NONE,payment-service,30,1700313506,INFO,,OK cpu=39% p99=75ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,32,1700313508,INFO,,OK cpu=41% p99=87ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,34,1700313510,INFO,,OK cpu=38% p99=96ms error_rate=2.4%
ep_00001_NONE,NONE,payment-service,36,1700313512,INFO,,OK cpu=37% p99=100ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,38,1700313514,INFO,,OK cpu=42% p99=78ms error_rate=0.9%
ep_00001_NONE,NONE,payment-service,40,1700313516,INFO,,OK cpu=31% p99=86ms error_rate=0.1%
ep_00001_NONE,NONE,payment-service,42,1700313518,INFO,,OK cpu=36% p99=96ms error_rate=1.1%
ep_00001_NONE,NONE,payment-service,44,1700313520,INFO,,OK cpu=26% p99=97ms error_rate=0.3%
ep_00001_NONE,NONE,payment-service,46,1700313522,INFO,,OK cpu=35% p99=88ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,48,1700313524,INFO,,OK cpu=32% p99=92ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,50,1700313526,INFO,,OK cpu=34% p99=98ms error_rate=1.2%
ep_00001_NONE,NONE,payment-service,52,1700313528,INFO,,OK cpu=28% p99=100ms error_rate=2.6%
ep_00001_NONE,NONE,payment-service,54,1700313530,INFO,,OK cpu=39% p99=85ms error_rate=2.0%
ep_00001_NONE,NONE,payment-service,56,1700313532,INFO,,OK cpu=30% p99=98ms error_rate=1.5%
ep_00001_NONE,NONE,payment-service,58,1700313534,INFO,,OK cpu=40% p99=82ms error_rate=0.9%
ep_00001_NONE,NONE,payment-service,60,1700313536,INFO,,OK cpu=27% p99=99ms error_rate=1.0%
ep_00001_NONE,NONE,payment-service,62,1700313538,INFO,,OK cpu=30% p99=103ms error_rate=1.3%
ep_00001_NONE,NONE,payment-service,64,1700313540,INFO,,OK cpu=38% p99=96ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,66,1700313542,INFO,,OK cpu=39% p99=112ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,68,1700313544,INFO,,OK cpu=37% p99=85ms error_rate=3.0%
ep_00001_NONE,NONE,payment-service,70,1700313546,INFO,,OK cpu=42% p99=106ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,72,1700313548,INFO,,OK cpu=38% p99=92ms error_rate=1.1%
ep_00001_NONE,NONE,payment-service,74,1700313550,INFO,,OK cpu=31% p99=99ms error_rate=1.4%
ep_00001_NONE,NONE,payment-service,76,1700313552,INFO,,OK cpu=35% p99=88ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,78,1700313554,INFO,,OK cpu=32% p99=95ms error_rate=2.5%
ep_00001_NONE,NONE,payment-service,80,1700313556,INFO,,OK cpu=43% p99=92ms error_rate=1.9%
ep_00001_NONE,NONE,payment-service,82,1700313558,INFO,,OK cpu=29% p99=83ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,84,1700313560,INFO,,OK cpu=34% p99=109ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,86,1700313562,INFO,,OK cpu=31% p99=82ms error_rate=2.1%
ep_00001_NONE,NONE,payment-service,88,1700313564,INFO,,OK cpu=33% p99=102ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,90,1700313566,INFO,,OK cpu=37% p99=99ms error_rate=0.9%
ep_00001_NONE,NONE,payment-service,92,1700313568,INFO,,OK cpu=40% p99=94ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,94,1700313570,INFO,,OK cpu=45% p99=90ms error_rate=1.6%
ep_00001_NONE,NONE,payment-service,96,1700313572,INFO,,OK cpu=39% p99=108ms error_rate=0.1%
ep_00001_NONE,NONE,payment-service,98,1700313574,INFO,,OK cpu=29% p99=84ms error_rate=0.3%
ep_00001_NONE,NONE,payment-service,100,1700313576,INFO,,OK cpu=38% p99=98ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,102,1700313578,INFO,,OK cpu=34% p99=96ms error_rate=0.3%
ep_00001_NONE,NONE,payment-service,104,1700313580,INFO,,OK cpu=38% p99=113ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,106,1700313582,INFO,,OK cpu=31% p99=102ms error_rate=1.4%
ep_00001_NONE,NONE,payment-service,108,1700313584,INFO,,OK cpu=33% p99=91ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,110,1700313586,INFO,,OK cpu=41% p99=100ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,112,1700313588,INFO,,OK cpu=33% p99=77ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,114,1700313590,INFO,,OK cpu=37% p99=100ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,116,1700313592,INFO,,OK cpu=34% p99=84ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,118,1700313594,INFO,,OK cpu=34% p99=91ms error_rate=0.6%
ep_00001_NONE,NONE,payment-service,120,1700313596,INFO,,OK cpu=39% p99=99ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,122,1700313598,INFO,,OK cpu=32% p99=88ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,124,1700313600,INFO,,OK cpu=34% p99=96ms error_rate=1.3%
ep_00001_NONE,NONE,payment-service,126,1700313602,INFO,,OK cpu=36% p99=103ms error_rate=0.0%
ep_00001_NONE,NONE,payment-service,128,1700313604,INFO,,OK cpu=34% p99=98ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,130,1700313606,INFO,,OK cpu=37% p99=90ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,132,1700313608,INFO,,OK cpu=40% p99=102ms error_rate=0.9%
ep_00001_NONE,NONE,payment-service,134,1700313610,INFO,,OK cpu=38% p99=123ms error_rate=1.2%
ep_00001_NONE,NONE,payment-service,136,1700313612,INFO,,OK cpu=45% p99=95ms error_rate=1.8%
ep_00001_NONE,NONE,payment-service,138,1700313614,INFO,,OK cpu=38% p99=82ms error_rate=3.4%
ep_00001_NONE,NONE,payment-service,140,1700313616,INFO,,OK cpu=29% p99=95ms error_rate=1.5%
ep_00001_NONE,NONE,payment-service,142,1700313618,INFO,,OK cpu=38% p99=106ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,144,1700313620,INFO,,OK cpu=43% p99=99ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,146,1700313622,INFO,,OK cpu=43% p99=82ms error_rate=1.5%
ep_00001_NONE,NONE,payment-service,148,1700313624,INFO,,OK cpu=42% p99=78ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,150,1700313626,INFO,,OK cpu=45% p99=103ms error_rate=0.9%
ep_00001_NONE,NONE,payment-service,152,1700313628,INFO,,OK cpu=26% p99=97ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,154,1700313630,INFO,,OK cpu=31% p99=103ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,156,1700313632,INFO,,OK cpu=34% p99=106ms error_rate=1.8%
ep_00001_NONE,NONE,payment-service,158,1700313634,INFO,,OK cpu=38% p99=89ms error_rate=1.9%
ep_00001_NONE,NONE,payment-service,160,1700313636,INFO,,OK cpu=38% p99=95ms error_rate=1.2%
ep_00001_NONE,NONE,payment-service,162,1700313638,INFO,,OK cpu=28% p99=96ms error_rate=1.0%
ep_00001_NONE,NONE,payment-service,164,1700313640,INFO,,OK cpu=37% p99=83ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,166,1700313642,INFO,,OK cpu=36% p99=99ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,168,1700313644,INFO,,OK cpu=33% p99=96ms error_rate=2.3%
ep_00001_NONE,NONE,payment-service,170,1700313646,INFO,,OK cpu=40% p99=90ms error_rate=1.2%
ep_00001_NONE,NONE,payment-service,172,1700313648,INFO,,OK cpu=42% p99=99ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,174,1700313650,INFO,,OK cpu=37% p99=91ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,176,1700313652,INFO,,OK cpu=40% p99=99ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,178,1700313654,INFO,,OK cpu=35% p99=85ms error_rate=0.4%
ep_00001_NONE,NONE,payment-service,180,1700313656,INFO,,OK cpu=33% p99=122ms error_rate=1.4%
ep_00001_NONE,NONE,payment-service,182,1700313658,INFO,,OK cpu=29% p99=84ms error_rate=1.1%
ep_00001_NONE,NONE,payment-service,184,1700313660,INFO,,OK cpu=30% p99=98ms error_rate=0.9%
ep_00001_NONE,NONE,payment-service,186,1700313662,INFO,,OK cpu=24% p99=93ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,188,1700313664,INFO,,OK cpu=39% p99=98ms error_rate=1.3%
ep_00001_NONE,NONE,payment-service,190,1700313666,INFO,,OK cpu=35% p99=96ms error_rate=0.6%
ep_00001_NONE,NONE,payment-service,192,1700313668,INFO,,OK cpu=31% p99=95ms error_rate=1.7%
ep_00001_NONE,NONE,payment-service,194,1700313670,INFO,,OK cpu=29% p99=98ms error_rate=1.4%
ep_00001_NONE,NONE,payment-service,196,1700313672,INFO,,OK cpu=46% p99=92ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,198,1700313674,INFO,,OK cpu=37% p99=99ms error_rate=2.5%
ep_00001_NONE,NONE,payment-service,200,1700313676,INFO,,OK cpu=32% p99=101ms error_rate=0.3%
ep_00001_NONE,NONE,payment-service,202,1700313678,INFO,,OK cpu=35% p99=93ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,204,1700313680,INFO,,OK cpu=33% p99=87ms error_rate=0.1%
ep_00001_NONE,NONE,payment-service,206,1700313682,INFO,,OK cpu=26% p99=105ms error_rate=0.1%
ep_00001_NONE,NONE,payment-service,208,1700313684,INFO,,OK cpu=32% p99=97ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,210,1700313686,INFO,,OK cpu=35% p99=85ms error_rate=0.8%
ep_00001_NONE,NONE,payment-service,212,1700313688,INFO,,OK cpu=26% p99=98ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,214,1700313690,INFO,,OK cpu=30% p99=99ms error_rate=1.3%
ep_00001_NONE,NONE,payment-service,216,1700313692,INFO,,OK cpu=35% p99=88ms error_rate=1.3%
ep_00001_NONE,NONE,payment-service,218,1700313694,INFO,,OK cpu=34% p99=108ms error_rate=0.2%
ep_00001_NONE,NONE,payment-service,220,1700313696,INFO,,OK cpu=51% p99=98ms error_rate=0.7%
ep_00001_NONE,NONE,payment-service,222,1700313698,INFO,,OK cpu=35% p99=104ms error_rate=0.3%
ep_00001_NONE,NONE,payment-service,224,1700313700,INFO,,OK cpu=40% p99=97ms error_rate=1.1%
ep_00001_NONE,NONE,payment-service,226,1700313702,INFO,,OK cpu=39% p99=90ms error_rate=2.0%
ep_00001_NONE,NONE,payment-service,228,1700313704,INFO,,OK cpu=41% p99=103ms error_rate=2.6%
ep_00001_NONE,NONE,payment-service,230,1700313706,INFO,,OK cpu=35% p99=91ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,232,1700313708,INFO,,OK cpu=37% p99=101ms error_rate=4.5%
ep_00001_NONE,NONE,payment-service,234,1700313710,INFO,,OK cpu=37% p99=90ms error_rate=0.1%
ep_00001_NONE,NONE,payment-service,236,1700313712,INFO,,OK cpu=40% p99=85ms error_rate=0.5%
ep_00001_NONE,NONE,payment-service,238,1700313714,INFO,,OK cpu=32% p99=84ms error_rate=0.1%
ep_00002_NONE,NONE,auth-service,0,1700498063,INFO,,OK cpu=33% p99=97ms error_rate=0.4%
ep_00002_NONE,NONE,auth-service,2,1700498065,INFO,,OK cpu=28% p99=94ms error_rate=0.7%
ep_00002_NONE,NONE,auth-service,4,1700498067,INFO,,OK cpu=30% p99=93ms error_rate=0.2%
ep_00002_NONE,NONE,auth-service,6,1700498069,INFO,,OK cpu=32% p99=95ms error_rate=0.5%
ep_00002_NONE,NONE,auth-service,8,1700498071,INFO,,OK cpu=38% p99=105ms error_rate=0.7%
ep_00002_NONE,NONE,auth-service,10,1700498073,INFO,,OK cpu=33% p99=89ms error_rate=1.0%
ep_00002_NONE,NONE,auth-service,12,1700498075,INFO,,OK cpu=40% p99=88ms error_rate=0.3%
ep_00002_NONE,NONE,auth-service,14,1700498077,INFO,,OK cpu=28% p99=94ms error_rate=0.3%
ep_00002_NONE,NONE,auth-service,16,1700498079,INFO,,OK cpu=31% p99=102ms error_rate=0.1%
ep_00002_NONE,NONE,auth-service,18,1700498081,INFO,,OK cpu=34% p99=82ms error_rate=1.0%
ep_00002_NONE,NONE,auth-service,20,1700498083,INFO,,OK cpu=43% p99=86ms error_rate=1.3%
ep_00002_NONE,NONE,auth-service,22,1700498085,INFO,,OK cpu=34% p99=92ms error_rate=0.6%
ep_00002_NONE,NONE,auth-service,24,1700498087,INFO,,OK cpu=35% p99=96ms error_rate=0.4%
